Date/Time,100m_N Avg [m/s],100m_N Std [m/s],100m_S Avg [m/s],100m_S Std [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s],80m Avg [m/s]
04-11-2017 17:40,4.994,0.307,5.025,0.324,4.435,5.435,6.435,7.435,8.435,9.435,10.435,11.435,12.435,13.435,14.435,15.435
04-11-2017 17:50,4.675,0.383,4.694,0.396,4.589,5.589,6.589,7.589,8.589,9.589,10.589,11.589,12.589,13.589,14.589,15.589
04-11-2017 18:00,4.815,0.205,4.853,0.205,5.013,6.013,7.013,8.013,9.013,10.013,11.013,12.013,13.013,14.013,15.013,16.013
04-11-2017 18:10,5.475,0.369,5.535,0.369,4.974,5.974,6.974,7.974,8.974,9.974,10.974,11.974,12.974,13.974,14.974,15.974
04-11-2017 18:20,5.64,0.435,5.699,0.446,4.944,5.944,6.944,7.944,8.944,9.944,10.944,11.944,12.944,13.944,14.944,15.944
04-11-2017 18:30,6.128,0.177,6.17,0.145,5.518,6.518,7.518,8.518,9.518,10.518,11.518,12.518,13.518,14.518,15.518,16.518
04-11-2017 18:40,6.388,0.177,6.43,0.177,5.822,6.822,7.822,8.822,9.822,10.822,11.822,12.822,13.822,14.822,15.822,16.822
04-11-2017 18:50,6.794,0.145,6.832,0.177,6.245,7.245,8.245,9.245,10.245,11.245,12.245,13.245,14.245,15.245,16.245,17.245
04-11-2017 19:00,6.813,0.145,6.876,0.145,6.29,7.29,8.29,9.29,10.29,11.29,12.29,13.29,14.29,15.29,16.29,17.29
04-11-2017 19:10,7.002,0.205,7.075,0.205,6.392,7.392,8.392,9.392,10.392,11.392,12.392,13.392,14.392,15.392,16.392,17.392
04-11-2017 19:20,7.029,0.229,7.101,0.205,6.488,7.488,8.488,9.488,10.488,11.488,12.488,13.488,14.488,15.488,16.488,17.488
04-11-2017 19:30,6.474,0.271,6.545,0.271,5.969,6.969,7.969,8.969,9.969,10.969,11.969,12.969,13.969,14.969,15.969,16.969
04-11-2017 19:40,6.585,0.271,6.663,0.289,5.976,6.976,7.976,8.976,9.976,10.976,11.976,12.976,13.976,14.976,15.976,16.976
04-11-2017 19:50,7.012,0.271,7.094,0.271,6.579,7.579,8.579,9.579,10.579,11.579,12.579,13.579,14.579,15.579,16.579,17.579
04-11-2017 20:00,7.4,0.47,7.508,0.469,6.814,7.814,8.814,9.814,10.814,11.814,12.814,13.814,14.814,15.814,16.814,17.814
04-11-2017 20:10,8.473,0.807,8.582,0.818,7.813,8.813,9.813,10.813,11.813,12.813,13.813,14.813,15.813,16.813,17.813,18.813
04-11-2017 20:20,8.969,0.324,9.09,0.324,8.103,9.103,10.103,11.103,12.103,13.103,14.103,15.103,16.103,17.103,18.103,19.103
04-11-2017 20:30,8.466,0.435,8.587,0.446,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
04-11-2017 20:40,8.832,0.41,8.948,0.396,7.789,8.789,9.789,10.789,11.789,12.789,13.789,14.789,15.789,16.789,17.789,18.789
04-11-2017 20:50,9.745,0.307,9.867,0.289,8.654,9.654,10.654,11.654,12.654,13.654,14.654,15.654,16.654,17.654,18.654,19.654
04-11-2017 21:00,10.305,0.229,10.416,0.251,9.325,10.325,11.325,12.325,13.325,14.325,15.325,16.325,17.325,18.325,19.325,20.325
04-11-2017 21:10,10.29,0.307,10.419,0.307,9.646,10.646,11.646,12.646,13.646,14.646,15.646,16.646,17.646,18.646,19.646,20.646
04-11-2017 21:20,9.853,0.251,9.943,0.289,9.568,10.568,11.568,12.568,13.568,14.568,15.568,16.568,17.568,18.568,19.568,20.568
04-11-2017 21:30,10.398,0.29,10.507,0.307,10.249,11.249,12.249,13.249,14.249,15.249,16.249,17.249,18.249,19.249,20.249,21.249
04-11-2017 21:40,10.128,0.271,10.237,0.271,10.082,11.082,12.082,13.082,14.082,15.082,16.082,17.082,18.082,19.082,20.082,21.082
04-11-2017 21:50,10.973,0.251,11.098,0.251,10.82,11.82,12.82,13.82,14.82,15.82,16.82,17.82,18.82,19.82,20.82,21.82
04-11-2017 22:00,11.194,0.29,11.311,0.271,11.136,12.136,13.136,14.136,15.136,16.136,17.136,18.136,19.136,20.136,21.136,22.136
04-11-2017 22:10,11.344,0.29,11.47,0.271,11.131,12.131,13.131,14.131,15.131,16.131,17.131,18.131,19.131,20.131,21.131,22.131
04-11-2017 22:20,11.317,0.307,11.429,0.289,10.886,11.886,12.886,13.886,14.886,15.886,16.886,17.886,18.886,19.886,20.886,21.886
04-11-2017 22:30,10.705,0.324,10.794,0.339,10.212,11.212,12.212,13.212,14.212,15.212,16.212,17.212,18.212,19.212,20.212,21.212
04-11-2017 22:40,10.627,0.229,10.718,0.229,10.193,11.193,12.193,13.193,14.193,15.193,16.193,17.193,18.193,19.193,20.193,21.193
04-11-2017 22:50,10.428,0.205,10.514,0.205,9.703,10.703,11.703,12.703,13.703,14.703,15.703,16.703,17.703,18.703,19.703,20.703
04-11-2017 23:00,10.042,0.205,10.12,0.205,9.467,10.467,11.467,12.467,13.467,14.467,15.467,16.467,17.467,18.467,19.467,20.467
04-11-2017 23:10,9.87,0.251,9.946,0.251,9.193,10.193,11.193,12.193,13.193,14.193,15.193,16.193,17.193,18.193,19.193,20.193
04-11-2017 23:20,9.556,0.145,9.612,0.145,9.115,10.115,11.115,12.115,13.115,14.115,15.115,16.115,17.115,18.115,19.115,20.115
04-11-2017 23:30,9.04,0.29,9.1,0.289,8.926,9.926,10.926,11.926,12.926,13.926,14.926,15.926,16.926,17.926,18.926,19.926
04-11-2017 23:40,9.075,0.145,9.146,0.145,8.916,9.916,10.916,11.916,12.916,13.916,14.916,15.916,16.916,17.916,18.916,19.916
04-11-2017 23:50,9.2,0.251,9.271,0.289,8.828,9.828,10.828,11.828,12.828,13.828,14.828,15.828,16.828,17.828,18.828,19.828
05-11-2017 00:00,9.153,0.229,9.23,0.229,8.678,9.678,10.678,11.678,12.678,13.678,14.678,15.678,16.678,17.678,18.678,19.678
05-11-2017 00:10,9.072,0.229,9.141,0.205,8.6,9.6,10.6,11.6,12.6,13.6,14.6,15.6,16.6,17.6,18.6,19.6
05-11-2017 00:20,8.895,0.205,8.965,0.205,8.382,9.382,10.382,11.382,12.382,13.382,14.382,15.382,16.382,17.382,18.382,19.382
05-11-2017 00:30,8.633,0.34,8.712,0.307,8.051,9.051,10.051,11.051,12.051,13.051,14.051,15.051,16.051,17.051,18.051,19.051
05-11-2017 00:40,8.64,0.355,8.688,0.354,8.225,9.225,10.225,11.225,12.225,13.225,14.225,15.225,16.225,17.225,18.225,19.225
05-11-2017 00:50,8.679,0.383,8.715,0.409,8.262,9.262,10.262,11.262,12.262,13.262,14.262,15.262,16.262,17.262,18.262,19.262
05-11-2017 01:00,8.625,0.145,8.663,0.177,8.255,9.255,10.255,11.255,12.255,13.255,14.255,15.255,16.255,17.255,18.255,19.255
05-11-2017 01:10,8.77,0.177,8.825,0.177,8.406,9.406,10.406,11.406,12.406,13.406,14.406,15.406,16.406,17.406,18.406,19.406
05-11-2017 01:20,8.714,0.177,8.756,0.205,8.47,9.47,10.47,11.47,12.47,13.47,14.47,15.47,16.47,17.47,18.47,19.47
05-11-2017 01:30,8.903,0.229,8.96,0.251,8.691,9.691,10.691,11.691,12.691,13.691,14.691,15.691,16.691,17.691,18.691,19.691
05-11-2017 01:40,8.598,0.229,8.644,0.251,8.159,9.159,10.159,11.159,12.159,13.159,14.159,15.159,16.159,17.159,18.159,19.159
05-11-2017 01:50,8.733,0.177,8.823,0.177,8.627,9.627,10.627,11.627,12.627,13.627,14.627,15.627,16.627,17.627,18.627,19.627
05-11-2017 02:00,8.704,0.29,8.769,0.307,8.529,9.529,10.529,11.529,12.529,13.529,14.529,15.529,16.529,17.529,18.529,19.529
05-11-2017 02:10,9.202,0.177,9.296,0.177,9.078,10.078,11.078,12.078,13.078,14.078,15.078,16.078,17.078,18.078,19.078,20.078
05-11-2017 02:20,9.239,0.397,9.323,0.383,9.09,10.09,11.09,12.09,13.09,14.09,15.09,16.09,17.09,18.09,19.09,20.09
05-11-2017 02:30,9.337,0.422,9.431,0.422,9.276,10.276,11.276,12.276,13.276,14.276,15.276,16.276,17.276,18.276,19.276,20.276
05-11-2017 02:40,8.628,0.422,8.71,0.434,8.835,9.835,10.835,11.835,12.835,13.835,14.835,15.835,16.835,17.835,18.835,19.835
05-11-2017 02:50,9.225,0.369,9.318,0.396,9.048,10.048,11.048,12.048,13.048,14.048,15.048,16.048,17.048,18.048,19.048,20.048
05-11-2017 03:00,9.396,0.29,9.502,0.324,9.034,10.034,11.034,12.034,13.034,14.034,15.034,16.034,17.034,18.034,19.034,20.034
05-11-2017 03:10,9.185,0.532,9.274,0.56,8.928,9.928,10.928,11.928,12.928,13.928,14.928,15.928,16.928,17.928,18.928,19.928
05-11-2017 03:20,9.045,0.397,9.139,0.434,8.74,9.74,10.74,11.74,12.74,13.74,14.74,15.74,16.74,17.74,18.74,19.74
05-11-2017 03:30,9.065,0.271,9.168,0.271,8.563,9.563,10.563,11.563,12.563,13.563,14.563,15.563,16.563,17.563,18.563,19.563
05-11-2017 03:40,8.859,0.383,8.933,0.383,8.409,9.409,10.409,11.409,12.409,13.409,14.409,15.409,16.409,17.409,18.409,19.409
05-11-2017 03:50,9.016,0.29,9.092,0.289,8.823,9.823,10.823,11.823,12.823,13.823,14.823,15.823,16.823,17.823,18.823,19.823
05-11-2017 04:00,9.05,0.229,9.122,0.229,8.629,9.629,10.629,11.629,12.629,13.629,14.629,15.629,16.629,17.629,18.629,19.629
05-11-2017 04:10,8.566,0.34,8.634,0.339,7.938,8.938,9.938,10.938,11.938,12.938,13.938,14.938,15.938,16.938,17.938,18.938
05-11-2017 04:20,8.444,0.251,8.489,0.289,7.718,8.718,9.718,10.718,11.718,12.718,13.718,14.718,15.718,16.718,17.718,18.718
05-11-2017 04:30,8.255,0.307,8.3,0.307,7.495,8.495,9.495,10.495,11.495,12.495,13.495,14.495,15.495,16.495,17.495,18.495
05-11-2017 04:40,8.419,0.397,8.477,0.396,7.64,8.64,9.64,10.64,11.64,12.64,13.64,14.64,15.64,16.64,17.64,18.64
05-11-2017 04:50,8.161,0.324,8.212,0.354,7.559,8.559,9.559,10.559,11.559,12.559,13.559,14.559,15.559,16.559,17.559,18.559
05-11-2017 05:00,8.746,0.383,8.786,0.383,7.965,8.965,9.965,10.965,11.965,12.965,13.965,14.965,15.965,16.965,17.965,18.965
05-11-2017 05:10,8.741,0.34,8.766,0.369,8.142,9.142,10.142,11.142,12.142,13.142,14.142,15.142,16.142,17.142,18.142,19.142
05-11-2017 05:20,8.164,0.34,8.183,0.324,7.742,8.742,9.742,10.742,11.742,12.742,13.742,14.742,15.742,16.742,17.742,18.742
05-11-2017 05:30,8.409,0.397,8.43,0.383,7.899,8.899,9.899,10.899,11.899,12.899,13.899,14.899,15.899,16.899,17.899,18.899
05-11-2017 05:40,8.235,0.251,8.239,0.251,7.622,8.622,9.622,10.622,11.622,12.622,13.622,14.622,15.622,16.622,17.622,18.622
05-11-2017 05:50,8.726,0.435,8.752,0.446,8.179,9.179,10.179,11.179,12.179,13.179,14.179,15.179,16.179,17.179,18.179,19.179
05-11-2017 06:00,8.255,0.383,8.254,0.354,7.87,8.87,9.87,10.87,11.87,12.87,13.87,14.87,15.87,16.87,17.87,18.87
05-11-2017 06:10,8.802,0.502,8.813,0.522,8.399,9.399,10.399,11.399,12.399,13.399,14.399,15.399,16.399,17.399,18.399,19.399
05-11-2017 06:20,8.763,0.383,8.776,0.383,8.002,9.002,10.002,11.002,12.002,13.002,14.002,15.002,16.002,17.002,18.002,19.002
05-11-2017 06:30,8.191,0.41,8.205,0.422,7.735,8.735,9.735,10.735,11.735,12.735,13.735,14.735,15.735,16.735,17.735,18.735
05-11-2017 06:40,8.208,0.355,8.229,0.339,7.789,8.789,9.789,10.789,11.789,12.789,13.789,14.789,15.789,16.789,17.789,18.789
05-11-2017 06:50,8.331,0.271,8.349,0.251,7.809,8.809,9.809,10.809,11.809,12.809,13.809,14.809,15.809,16.809,17.809,18.809
05-11-2017 07:00,8.377,0.435,8.398,0.409,7.806,8.806,9.806,10.806,11.806,12.806,13.806,14.806,15.806,16.806,17.806,18.806
05-11-2017 07:10,8.677,0.383,8.7,0.422,8.036,9.036,10.036,11.036,12.036,13.036,14.036,15.036,16.036,17.036,18.036,19.036
05-11-2017 07:20,8.397,0.369,8.411,0.369,7.483,8.483,9.483,10.483,11.483,12.483,13.483,14.483,15.483,16.483,17.483,18.483
05-11-2017 07:30,8.714,0.369,8.734,0.422,7.779,8.779,9.779,10.779,11.779,12.779,13.779,14.779,15.779,16.779,17.779,18.779
05-11-2017 07:40,8.508,0.29,8.523,0.289,7.882,8.882,9.882,10.882,11.882,12.882,13.882,14.882,15.882,16.882,17.882,18.882
05-11-2017 07:50,9.247,0.435,9.271,0.422,8.622,9.622,10.622,11.622,12.622,13.622,14.622,15.622,16.622,17.622,18.622,19.622
05-11-2017 08:00,9.291,0.447,9.34,0.446,8.561,9.561,10.561,11.561,12.561,13.561,14.561,15.561,16.561,17.561,18.561,19.561
05-11-2017 08:10,8.699,0.29,8.729,0.324,8.164,9.164,10.164,11.164,12.164,13.164,14.164,15.164,16.164,17.164,18.164,19.164
05-11-2017 08:20,8.841,0.271,8.872,0.271,8.201,9.201,10.201,11.201,12.201,13.201,14.201,15.201,16.201,17.201,18.201,19.201
05-11-2017 08:30,9.021,0.29,9.048,0.289,8.291,9.291,10.291,11.291,12.291,13.291,14.291,15.291,16.291,17.291,18.291,19.291
05-11-2017 08:40,8.395,0.725,8.428,0.716,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
05-11-2017 08:50,7.469,0.532,7.545,0.501,6.53,7.53,8.53,9.53,10.53,11.53,12.53,13.53,14.53,15.53,16.53,17.53
05-11-2017 09:00,6.457,0.64,6.513,0.647,5.721,6.721,7.721,8.721,9.721,10.721,11.721,12.721,13.721,14.721,15.721,16.721
05-11-2017 09:10,5.207,0.606,5.263,0.655,4.81,5.81,6.81,7.81,8.81,9.81,10.81,11.81,12.81,13.81,14.81,15.81
05-11-2017 09:20,5.212,0.961,5.329,0.921,4.547,5.547,6.547,7.547,8.547,9.547,10.547,11.547,12.547,13.547,14.547,15.547
05-11-2017 09:30,6.347,0.794,6.454,0.792,5.716,6.716,7.716,8.716,9.716,10.716,11.716,12.716,13.716,14.716,15.716,16.716
05-11-2017 09:40,6.465,0.826,6.484,0.856,6.091,7.091,8.091,9.091,10.091,11.091,12.091,13.091,14.091,15.091,16.091,17.091
05-11-2017 09:50,6.352,0.746,6.361,0.759,6.248,7.248,8.248,9.248,10.248,11.248,12.248,13.248,14.248,15.248,16.248,17.248
05-11-2017 10:00,6.113,0.672,6.14,0.671,5.858,6.858,7.858,8.858,9.858,10.858,11.858,12.858,13.858,14.858,15.858,16.858
05-11-2017 10:10,6.194,0.632,6.182,0.647,6.128,7.128,8.128,9.128,10.128,11.128,12.128,13.128,14.128,15.128,16.128,17.128
05-11-2017 10:20,4.807,0.702,4.812,0.679,4.65,5.65,6.65,7.65,8.65,9.65,10.65,11.65,12.65,13.65,14.65,15.65
05-11-2017 10:30,5.431,0.967,5.447,0.926,5.221,6.221,7.221,8.221,9.221,10.221,11.221,12.221,13.221,14.221,15.221,16.221
05-11-2017 10:40,5.969,0.887,5.939,0.88,5.741,6.741,7.741,8.741,9.741,10.741,11.741,12.741,13.741,14.741,15.741,16.741
05-11-2017 10:50,5.691,0.993,5.699,1.002,5.518,6.518,7.518,8.518,9.518,10.518,11.518,12.518,13.518,14.518,15.518,16.518
05-11-2017 11:00,6.023,0.845,6.045,0.831,5.667,6.667,7.667,8.667,9.667,10.667,11.667,12.667,13.667,14.667,15.667,16.667
05-11-2017 11:10,5.9,0.76,5.898,0.745,5.829,6.829,7.829,8.829,9.829,10.829,11.829,12.829,13.829,14.829,15.829,16.829
05-11-2017 11:20,6.636,0.532,6.555,0.522,6.309,7.309,8.309,9.309,10.309,11.309,12.309,13.309,14.309,15.309,16.309,17.309
05-11-2017 11:30,6.867,0.695,6.854,0.655,6.564,7.564,8.564,9.564,10.564,11.564,12.564,13.564,14.564,15.564,16.564,17.564
05-11-2017 11:40,6.813,0.648,6.771,0.639,6.508,7.508,8.508,9.508,10.508,11.508,12.508,13.508,14.508,15.508,16.508,17.508
05-11-2017 11:50,6.713,0.794,6.672,0.766,6.312,7.312,8.312,9.312,10.312,11.312,12.312,13.312,14.312,15.312,16.312,17.312
05-11-2017 12:00,6.816,0.615,6.768,0.622,6.4,7.4,8.4,9.4,10.4,11.4,12.4,13.4,14.4,15.4,16.4,17.4
05-11-2017 12:10,6.128,0.76,6.104,0.759,5.89,6.89,7.89,8.89,9.89,10.89,11.89,12.89,13.89,14.89,15.89,16.89
05-11-2017 12:20,6.985,0.64,6.913,0.631,6.686,7.686,8.686,9.686,10.686,11.686,12.686,13.686,14.686,15.686,16.686,17.686
05-11-2017 12:30,5.961,0.648,5.912,0.614,5.765,6.765,7.765,8.765,9.765,10.765,11.765,12.765,13.765,14.765,15.765,16.765
05-11-2017 12:40,6.504,0.702,6.471,0.671,6.272,7.272,8.272,9.272,10.272,11.272,12.272,13.272,14.272,15.272,16.272,17.272
05-11-2017 12:50,7.737,0.589,7.668,0.56,7.294,8.294,9.294,10.294,11.294,12.294,13.294,14.294,15.294,16.294,17.294,18.294
05-11-2017 13:00,6.843,0.807,6.827,0.792,6.481,7.481,8.481,9.481,10.481,11.481,12.481,13.481,14.481,15.481,16.481,17.481
05-11-2017 13:10,6.74,0.615,6.699,0.614,6.427,7.427,8.427,9.427,10.427,11.427,12.427,13.427,14.427,15.427,16.427,17.427
05-11-2017 13:20,6.553,0.656,6.525,0.597,6.204,7.204,8.204,9.204,10.204,11.204,12.204,13.204,14.204,15.204,16.204,17.204
05-11-2017 13:30,5.846,0.632,5.885,0.57,5.817,6.817,7.817,8.817,9.817,10.817,11.817,12.817,13.817,14.817,15.817,16.817
05-11-2017 13:40,5.757,0.746,5.724,0.701,5.427,6.427,7.427,8.427,9.427,10.427,11.427,12.427,13.427,14.427,15.427,16.427
05-11-2017 13:50,6.484,0.447,6.44,0.422,6.116,7.116,8.116,9.116,10.116,11.116,12.116,13.116,14.116,15.116,16.116,17.116
05-11-2017 14:00,6.231,0.491,6.199,0.458,6.013,7.013,8.013,9.013,10.013,11.013,12.013,13.013,14.013,15.013,16.013,17.013
05-11-2017 14:10,6.062,0.383,6.003,0.422,5.824,6.824,7.824,8.824,9.824,10.824,11.824,12.824,13.824,14.824,15.824,16.824
05-11-2017 14:20,5.598,0.481,5.525,0.469,5.361,6.361,7.361,8.361,9.361,10.361,11.361,12.361,13.361,14.361,15.361,16.361
05-11-2017 14:30,5.698,0.481,5.621,0.48,5.523,6.523,7.523,8.523,9.523,10.523,11.523,12.523,13.523,14.523,15.523,16.523
05-11-2017 14:40,6.293,0.502,6.241,0.491,6.04,7.04,8.04,9.04,10.04,11.04,12.04,13.04,14.04,15.04,16.04,17.04
05-11-2017 14:50,6.447,0.512,6.393,0.512,6.018,7.018,8.018,9.018,10.018,11.018,12.018,13.018,14.018,15.018,16.018,17.018
05-11-2017 15:00,6.131,0.623,6.06,0.57,5.78,6.78,7.78,8.78,9.78,10.78,11.78,12.78,13.78,14.78,15.78,16.78
05-11-2017 15:10,5.576,0.76,5.498,0.738,5.273,6.273,7.273,8.273,9.273,10.273,11.273,12.273,13.273,14.273,15.273,16.273
05-11-2017 15:20,5.946,0.8,5.912,0.752,5.611,6.611,7.611,8.611,9.611,10.611,11.611,12.611,13.611,14.611,15.611,16.611
05-11-2017 15:30,6.344,0.82,6.263,0.812,6.147,7.147,8.147,9.147,10.147,11.147,12.147,13.147,14.147,15.147,16.147,17.147
05-11-2017 15:40,6.406,0.64,6.297,0.647,5.949,6.949,7.949,8.949,9.949,10.949,11.949,12.949,13.949,14.949,15.949,16.949
05-11-2017 15:50,5.686,0.78,5.63,0.745,5.231,6.231,7.231,8.231,9.231,10.231,11.231,12.231,13.231,14.231,15.231,16.231
05-11-2017 16:00,5.836,0.632,5.819,0.622,5.263,6.263,7.263,8.263,9.263,10.263,11.263,12.263,13.263,14.263,15.263,16.263
05-11-2017 16:10,5.88,0.481,5.807,0.48,5.54,6.54,7.54,8.54,9.54,10.54,11.54,12.54,13.54,14.54,15.54,16.54
05-11-2017 16:20,5.667,0.41,5.65,0.354,5.273,6.273,7.273,8.273,9.273,10.273,11.273,12.273,13.273,14.273,15.273,16.273
05-11-2017 16:30,5.495,0.29,5.432,0.271,5.167,6.167,7.167,8.167,9.167,10.167,11.167,12.167,13.167,14.167,15.167,16.167
05-11-2017 16:40,5.458,0.251,5.41,0.271,5.123,6.123,7.123,8.123,9.123,10.123,11.123,12.123,13.123,14.123,15.123,16.123
05-11-2017 16:50,5.873,0.271,5.841,0.307,5.54,6.54,7.54,8.54,9.54,10.54,11.54,12.54,13.54,14.54,15.54,16.54
05-11-2017 17:00,6.627,0.41,6.567,0.422,6.103,7.103,8.103,9.103,10.103,11.103,12.103,13.103,14.103,15.103,16.103,17.103
05-11-2017 17:10,6.607,0.397,6.56,0.383,6.204,7.204,8.204,9.204,10.204,11.204,12.204,13.204,14.204,15.204,16.204,17.204
05-11-2017 17:20,7.007,0.41,6.949,0.409,6.716,7.716,8.716,9.716,10.716,11.716,12.716,13.716,14.716,15.716,16.716,17.716
05-11-2017 17:30,7.378,0.205,7.31,0.205,7.059,8.059,9.059,10.059,11.059,12.059,13.059,14.059,15.059,16.059,17.059,18.059
05-11-2017 17:40,7.457,0.205,7.383,0.229,7.025,8.025,9.025,10.025,11.025,12.025,13.025,14.025,15.025,16.025,17.025,18.025
05-11-2017 17:50,7.307,0.205,7.276,0.205,6.895,7.895,8.895,9.895,10.895,11.895,12.895,13.895,14.895,15.895,16.895,17.895
05-11-2017 18:00,7.493,0.397,7.472,0.383,6.951,7.951,8.951,9.951,10.951,11.951,12.951,13.951,14.951,15.951,16.951,17.951
05-11-2017 18:10,7.68,0.229,7.658,0.251,7.196,8.196,9.196,10.196,11.196,12.196,13.196,14.196,15.196,16.196,17.196,18.196
05-11-2017 18:20,7.142,0.307,7.151,0.324,6.642,7.642,8.642,9.642,10.642,11.642,12.642,13.642,14.642,15.642,16.642,17.642
05-11-2017 18:30,7.196,0.502,7.227,0.501,6.809,7.809,8.809,9.809,10.809,11.809,12.809,13.809,14.809,15.809,16.809,17.809
05-11-2017 18:40,7.761,0.589,7.805,0.622,7.439,8.439,9.439,10.439,11.439,12.439,13.439,14.439,15.439,16.439,17.439,18.439
05-11-2017 18:50,7.157,0.481,7.192,0.469,6.647,7.647,8.647,9.647,10.647,11.647,12.647,13.647,14.647,15.647,16.647,17.647
05-11-2017 19:00,7.648,0.597,7.702,0.57,7.255,8.255,9.255,10.255,11.255,12.255,13.255,14.255,15.255,16.255,17.255,18.255
05-11-2017 19:10,7.584,0.307,7.629,0.324,7.061,8.061,9.061,10.061,11.061,12.061,13.061,14.061,15.061,16.061,17.061,18.061
05-11-2017 19:20,7.619,0.251,7.641,0.251,7.203,8.203,9.203,10.203,11.203,12.203,13.203,14.203,15.203,16.203,17.203,18.203
05-11-2017 19:30,7.346,0.271,7.369,0.324,6.753,7.753,8.753,9.753,10.753,11.753,12.753,13.753,14.753,15.753,16.753,17.753
05-11-2017 19:40,8.012,0.481,8.075,0.512,7.605,8.605,9.605,10.605,11.605,12.605,13.605,14.605,15.605,16.605,17.605,18.605
05-11-2017 19:50,7.272,0.826,7.334,0.844,6.255,7.255,8.255,9.255,10.255,11.255,12.255,13.255,14.255,15.255,16.255,17.255
05-11-2017 20:00,6.72,0.397,6.753,0.409,5.868,6.868,7.868,8.868,9.868,10.868,11.868,12.868,13.868,14.868,15.868,16.868
05-11-2017 20:10,6.359,0.58,6.386,0.597,5.944,6.944,7.944,8.944,9.944,10.944,11.944,12.944,13.944,14.944,15.944,16.944
05-11-2017 20:20,6.99,0.271,7.033,0.289,6.682,7.682,8.682,9.682,10.682,11.682,12.682,13.682,14.682,15.682,16.682,17.682
05-11-2017 20:30,7.272,0.271,7.327,0.271,6.954,7.954,8.954,9.954,10.954,11.954,12.954,13.954,14.954,15.954,16.954,17.954
05-11-2017 20:40,7.628,0.271,7.687,0.251,7.186,8.186,9.186,10.186,11.186,12.186,13.186,14.186,15.186,16.186,17.186,18.186
05-11-2017 20:50,7.776,0.29,7.866,0.289,7.037,8.037,9.037,10.037,11.037,12.037,13.037,14.037,15.037,16.037,17.037,18.037
05-11-2017 21:00,7.778,0.251,7.839,0.229,7.113,8.113,9.113,10.113,11.113,12.113,13.113,14.113,15.113,16.113,17.113,18.113
05-11-2017 21:10,8.151,0.397,8.244,0.396,7.625,8.625,9.625,10.625,11.625,12.625,13.625,14.625,15.625,16.625,17.625,18.625
05-11-2017 21:20,8.458,0.205,8.555,0.205,7.848,8.848,9.848,10.848,11.848,12.848,13.848,14.848,15.848,16.848,17.848,18.848
05-11-2017 21:30,9.018,0.271,9.129,0.289,8.794,9.794,10.794,11.794,12.794,13.794,14.794,15.794,16.794,17.794,18.794,19.794
05-11-2017 21:40,9.215,0.397,9.32,0.396,8.98,9.98,10.98,11.98,12.98,13.98,14.98,15.98,16.98,17.98,18.98,19.98
05-11-2017 21:50,9.63,0.589,9.752,0.588,9.217,10.217,11.217,12.217,13.217,14.217,15.217,16.217,17.217,18.217,19.217,20.217
05-11-2017 22:00,10.153,0.271,10.276,0.289,10.131,11.131,12.131,13.131,14.131,15.131,16.131,17.131,18.131,19.131,20.131,21.131
05-11-2017 22:10,10.069,0.732,10.205,0.716,10.114,11.114,12.114,13.114,14.114,15.114,16.114,17.114,18.114,19.114,20.114,21.114
05-11-2017 22:20,10.214,0.597,10.35,0.579,10.038,11.038,12.038,13.038,14.038,15.038,16.038,17.038,18.038,19.038,20.038,21.038
05-11-2017 22:30,9.664,0.532,9.796,0.551,9.609,10.609,11.609,12.609,13.609,14.609,15.609,16.609,17.609,18.609,19.609,20.609
05-11-2017 22:40,9.497,0.177,9.622,0.177,9.673,10.673,11.673,12.673,13.673,14.673,15.673,16.673,17.673,18.673,19.673,20.673
05-11-2017 22:50,9.19,0.205,9.318,0.205,9.279,10.279,11.279,12.279,13.279,14.279,15.279,16.279,17.279,18.279,19.279,20.279
05-11-2017 23:00,9.148,0.229,9.286,0.205,9.063,10.063,11.063,12.063,13.063,14.063,15.063,16.063,17.063,18.063,19.063,20.063
05-11-2017 23:10,9.399,0.271,9.526,0.271,9.269,10.269,11.269,12.269,13.269,14.269,15.269,16.269,17.269,18.269,19.269,20.269
05-11-2017 23:20,9.308,0.29,9.421,0.271,9.445,10.445,11.445,12.445,13.445,14.445,15.445,16.445,17.445,18.445,19.445,20.445
05-11-2017 23:30,9.551,0.205,9.661,0.229,9.766,10.766,11.766,12.766,13.766,14.766,15.766,16.766,17.766,18.766,19.766,20.766
05-11-2017 23:40,9.298,0.145,9.399,0.145,9.455,10.455,11.455,12.455,13.455,14.455,15.455,16.455,17.455,18.455,19.455,20.455
05-11-2017 23:50,9.514,0.229,9.624,0.229,9.533,10.533,11.533,12.533,13.533,14.533,15.533,16.533,17.533,18.533,19.533,20.533
06-11-2017 00:00,9.991,0.145,10.085,0.177,9.84,10.84,11.84,12.84,13.84,14.84,15.84,16.84,17.84,18.84,19.84,20.84
06-11-2017 00:10,10.231,0.145,10.345,0.145,9.776,10.776,11.776,12.776,13.776,14.776,15.776,16.776,17.776,18.776,19.776,20.776
